player_name,season,offense_team,roster_position,total_plays,play_distance_SUM,medium_acceleration_count_SUM,high_acceleration_count_SUM,medium_deceleration_count_SUM,high_deceleration_count_SUM,targeted_tightwindow_catch_SUM,targeted_catch_SUM,tight_window_at_throw_SUM,max_speed_max,max_speed_99,average_separation_max,average_separation_99,max_speed_0_10_yards_max,max_speed_10_20_yards_max,max_speed_30_inf_yards_max,flying_10_min,flying_20_min,separation_at_throw_VMAN,separation_at_outcome_VMAN,10ydplus_route_MEAN,20ydplus_route_MEAN,changedir_route_MEAN,expected_yac_at_catch_MEAN,YACOE_MEAN,separation_change_postthrow_MEAN,CPOE_MEAN,cod_top5_speed_entry_avg_180_,cod_top5_speed_entry_avg_90_,cod_top5_speed_exit_avg_180_,cod_top5_speed_exit_avg_90_,cod_sep_generated_overall,tracking_player_name,draft_round,draft_pick,draft_year,drafted,undrafted,draft_capital,tracking_player_name_college,games_played,receptions,rec_yards,rec_tds,yards_per_rec,yards_per_game,recs_per_game,tds_per_game,production_score,vol_tier,spd_score,burst_rt,first_step,brake_rt,route_div,sep_consistency,man_win_rt,tracking,contested_rt,tight_tgt_pct,yac_ability,qb_friendly,sharp_cuts,route_bend,cut_sep,high_vol,dist_per_play,tot_explosive,explosive_rt,ath_score,rr_grade,prospect_score,archetype
,,,,,,,,,,,,,,,,,,,,,,2.85,1.54,57.96178344,1.910828025,18.47133758,1.630537078,-0.8305370778,-0.3022222222,0.4874938757,5.770300667,9.848601,10.67017,9.944053,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.694267516000004,,2.85,-0.3022222222,,,-0.8305370778,0.4874938757,9.896327,8.2202353335,,0,,,,,53.42736425258054,26.298413587390268,
,,,,,,,,,,,,,,,,,,,,,,,,58.52272727,1.704545455,9.090909091,8.235550616,-2.013328393,0.1270491803,23.22345204,7.267988,11.39060533,12.2724,14.324618,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.9659090903,,,0.1270491803,,,-2.013328393,23.22345204,12.857611665,9.770194,,0,,,,,50.833924500430705,24.41029805371535,
,,,,,,,,,,,,,,,,,,,,,,,,52.65700483,0.0,4.347826087,5.12741553,-1.25241553,0.2470588235,-0.6750050618,8.597498,8.99976,10.254272,13.5991828,,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.1014492751,,,0.2470588235,,,-1.25241553,-0.6750050618,11.2994714,9.425885000000001,,0,,,,,41.93074454698844,20.33916450849422,
,,,,,,,,,,,,,,,,,,,,,,3.16,6.975,54.27135678,1.507537688,28.64321608,4.961949003,-2.761949003,0.4250632911,-9.769465686,9.47702,9.9379168,4.8585068,14.8196048,0.7001237838,,,,,False,True,0.0,,,,,,,,,,,,,,,,25.477386933199995,,3.16,0.4250632911,,,-2.761949003,-9.769465686,12.3787608,7.1677634,0.7001237838,0,,,,,56.51323284708127,26.875641922040636,
,,,,,,,,,,,,,,,,,,,,,,1.26,1.63,55.79710145,0.0,11.5942029,5.156723591,4.116003681,-0.02194444444,-0.5078031177,7.945242667,13.145104,4.854416,13.9850814,0.5899537125,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.217391305,,1.26,-0.02194444444,,,4.116003681,-0.5078031177,13.565092700000001,6.3998293335,0.5899537125,0,,,,,44.1299104731886,24.122957077094302,
,,,,,,,,,,,,,,,,,,,,,,,,49.45454545,1.454545455,11.11111111,6.017988753,-1.377988753,0.3500819672,-0.768532028,7.997514,12.3692156,7.281624,13.0346524,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.751515149999996,,,0.3500819672,,,-1.377988753,-0.768532028,12.701934000000001,7.639569,,0,,,,,45.73226768910669,22.177139468053348,
,,,,,,,,,,,,,,,,,,,,,,1.18,1.13,54.58515284,2.183406114,8.296943231,5.20630006,-1.122966727,0.0568,-6.378958933,10.98834333,9.85201,3.572632,7.827064,0.03945526667,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.7379912669,,1.18,0.0568,,,-1.122966727,-6.378958933,8.839537,7.280487665,0.03945526667,0,,,,,43.3113939233223,21.09421359816115,
,,,,,,,,,,,,,,,,,,,,,,,,58.92116183,0.4149377593,7.024793388,6.655867723,-0.3831404502,0.4596551724,1.826234531,8.287279,11.9355908,5.4544,13.5419116,,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.94976166912,,,0.4596551724,,,-0.3831404502,1.826234531,12.7387512,6.8708395,,0,,,,,48.492861639741186,24.05486059477059,
,,,,,,,,,,,,,,,,,,,,,,3.93,0.76,57.8125,1.875,12.5,3.763206309,1.236793691,-0.2423300971,0.4696880248,8.614543,10.6319894,5.82939,12.3801244,-0.28206435,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.84375,,3.93,-0.2423300971,,,1.236793691,0.4696880248,11.5060569,7.2219665,-0.28206435,0,,,,,54.89048868325423,28.063641187127118,
,,,,,,,,,,,,,,,,,,,,,,,,52.07756233,1.385041551,5.785123967,4.160631763,3.839368237,-0.161984127,9.315436127,9.0379408,9.8574644,6.8343632,10.3715416,,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.9128225095,,,-0.161984127,,,3.839368237,9.315436127,10.114503,7.936152,,0,,,,,43.800036054913164,23.819702145956583,
,,,,,,,,,,,,,,,,,,,,,,,,57.76699029,2.912621359,16.99029126,4.986449605,-1.386449605,-0.2942647059,5.589606028,10.213364,13.0401068,7.0890155,11.174702,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.592233008599997,,,-0.2942647059,,,-1.386449605,5.589606028,12.1074044,8.65118975,,0,,,,,56.88461090391821,27.749080649459103,
,,,,,,,,,,,,,,,,,,,,,,2.585,2.97,65.44117647,0.7352941176,19.11764706,6.910258722,-2.910258722,0.785,7.015737077,3.347638,6.473691,8.79522,9.323615,1.77896832,,,,,False,True,0.0,,,,,,,,,,,,,,,,25.66176470604,,2.585,0.785,,,-2.910258722,7.015737077,7.8986529999999995,6.071429,1.77896832,0,,,,,54.81172916317979,25.950735220589895,
,,,,,,,,,,,,,,,,,,,,,,,,57.53012048,3.012048193,15.96385542,2.929429461,-1.357227165,-0.05774509804,-4.763304108,11.98831667,12.1551304,4.443063333,11.3437884,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.2530120472,,,-0.05774509804,,,-1.357227165,-4.763304108,11.7494594,8.2156900015,,0,,,,,56.10309281141669,27.372932823208345,
,,,,,,,,,,,,,,,,,,,,,,,,56.2962963,1.851851852,2.962962963,7.361885296,-0.4729964071,0.1884337349,4.451034077,,10.438358,,10.79062133,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.5185185197,,,0.1884337349,,,-0.4729964071,4.451034077,10.614489665,,,0,,,,,45.195475736982544,22.361239664941273,
,,,,,,,,,,,,,,,,,,,,,,,,57.45856354,2.209944751,12.70718232,3.452070532,-0.9854038656,0.09626168224,13.04647908,6.1072235,12.2601276,4.4947665,13.1069232,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.9337016584,,,0.09626168224,,,-0.9854038656,13.04647908,12.6835254,5.300995,,0,,,,,53.063584479687705,26.039090307043853,
,,,,,,,,,,,,,,,,,,,,,,1.9,0.97,61.76470588,3.475935829,13.90374332,5.901432153,1.93190118,-0.1084931507,1.403966427,9.275889,10.9347084,5.549852,14.9600554,0.5888142,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.0909090916,,1.9,-0.1084931507,,,1.93190118,1.403966427,12.9473819,7.4128704999999995,0.5888142,0,,,,,50.72218195651136,26.32704156825568,
,,,,,,,,,,,,,,,,,,,,,,,,56.58914729,3.100775194,6.923076923,5.957594381,-2.803748227,0.1244094488,15.81317761,7.510027,9.722468,7.731612,6.5834608,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.293977341499996,,,0.1244094488,,,-2.803748227,15.81317761,8.1529644,7.6208195,,0,,,,,49.28588685427188,23.24106931363594,
,,,,,,,,,,,,,,,,,,,,,,,,63.78205128,1.602564103,13.78205128,6.219980615,-2.743790138,-0.01904411765,1.180274531,9.9965516,12.6828436,6.0898376,13.131468,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.9102564092,,,-0.01904411765,,,-2.743790138,1.180274531,12.9071558,8.0431946,,0,,,,,57.61729275347729,27.436751307738643,
,,,,,,,,,,,,,,,,,,,,,,,,55.05376344,2.150537634,9.188034188,4.934646001,0.1194080529,-0.4389423077,20.09349568,9.265662,12.9896536,3.961258,12.8123856,0.234949,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.132754342,,,-0.4389423077,,,0.1194080529,20.09349568,12.901019600000001,6.61346,0.234949,0,,,,,48.914451402533864,24.51692972771693,
,,,,,,,,,,,,,,,,,,,,,,,,58.91719745,1.751592357,1.910828025,7.319566715,-0.2640111595,0.5961256545,-1.412722886,5.260087,11.62469,8.723631,13.32919,0.6257424,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.949044585299998,,,0.5961256545,,,-0.2640111595,-1.412722886,12.476939999999999,6.991859,0.6257424,0,,,,,46.18734813829665,22.961668489398324,
,,,,,,,,,,,,,,,,,,,,,,3.793,3.416,65.69506726,4.260089686,24.21524664,5.582011646,-0.8677259322,0.002815533981,2.528504408,6.818,11.48833,7.315714,13.5364572,0.9866008794,,,,,False,True,0.0,,,,,,,,,,,,,,,,28.6771300444,,3.793,0.002815533981,,,-0.8677259322,2.528504408,12.5123936,7.066857,0.9866008794,0,,,,,62.30606300315716,30.71916853547858,
,,,,,,,,,,,,,,,,,,,,,,2.593333333,3.913333333,49.15966387,0.700280112,15.82633053,2.507999588,0.362968154,0.5042583732,-2.863183592,8.7856748,10.9933432,6.0584748,9.933826,2.235504957,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.775910364799998,,2.593333333,0.5042583732,,,0.362968154,-2.863183592,10.4635846,7.422074800000001,2.235504957,0,,,,,48.0593703296019,24.21116924180095,
,,,,,,,,,,,,,,,,,,,,,,2.678571429,2.536666667,58.63970588,1.286764706,16.72794118,5.036151842,2.911216579,0.03973913043,13.83900427,6.480509,13.2323744,8.167964,14.593247,1.312124129,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.1250000004,,2.678571429,0.03973913043,,,2.911216579,13.83900427,13.9128107,7.3242365,1.312124129,0,,,,,52.20100554593863,27.556111062469313,
,,,,,,,,,,,,,,,,,,,,,,3.309333333,4.056666667,58.57988166,2.071005917,7.98816568,4.938073995,-0.4185934752,0.2381456954,3.057251992,9.6733784,13.036016,7.5052544,14.324618,1.682873075,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.798816568799996,,3.309333333,0.2381456954,,,-0.4185934752,3.057251992,13.680316999999999,8.589316400000001,1.682873075,0,,,,,51.620901633533805,25.601154079166903,
,,,,,,,,,,,,,,,,,,,,,,2.255714286,2.274285714,59.07258065,0.6048387097,13.30645161,3.670062776,0.4632705569,-0.008025751073,10.48247053,7.544117,14.3014368,6.17029,14.6846084,1.24038655,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.955645161879996,,2.255714286,-0.008025751073,,,0.4632705569,10.48247053,14.4930226,6.8572035,1.24038655,0,,,,,49.44650492760898,24.95488774225449,
,,,,,,,,,,,,,,,,,,,,,,2.911666667,1.33,64.36170213,3.723404255,21.27659574,2.824237352,-0.5742373516,0.1722608696,14.82118395,12.44739533,14.9805096,6.277105333,16.2118408,0.353519568,,,,,False,True,0.0,,,,,,,,,,,,,,,,27.180851063,,2.911666667,0.1722608696,,,-0.5742373516,14.82118395,15.596175200000001,9.3622503315,0.353519568,0,,,,,57.64892515708041,28.537343902740208,
,,,,,,,,,,,,,,,,,,,,,,2.6925,3.076923077,59.54606142,2.269692924,10.41388518,2.81832201,-0.5438122057,0.03072100313,8.917952865,12.4673948,14.5714296,10.513356,14.3028004,0.6665975531,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.895861149599998,,2.6925,0.03072100313,,,-0.5438122057,8.917952865,14.437115,11.4903754,0.6665975531,0,,,,,50.831484153309745,25.143835973804872,
,,,,,,,,,,,,,,,,,,,,,,2.983125,3.108125,59.69387755,1.020408163,7.397959184,4.162878296,-0.7343068673,0.02323684211,0.9654174017,11.2796992,14.0682612,11.1515208,15.865486,1.081028109,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.535714285399997,,2.983125,0.02323684211,,,-0.7343068673,0.9654174017,14.9668736,11.21561,1.081028109,0,,,,,50.23203784758182,24.74886549014091,
,,,,,,,,,,,,,,,,,,,,,,,,21.42857143,1.785714286,6.25,,,,,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,9.0178571434,,,,,,,,,,,0,,,,,23.307268340643077,23.307268340643077,
,,,,,,,,,,,,,,,,,,,,,,,,24.27184466,0.9708737864,6.796116505,5.369012356,-4.369012356,-0.8470588235,-0.4088632762,9.821329,,6.258924,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,9.70873786406,,,-0.8470588235,,,-4.369012356,-0.4088632762,,8.0401265,,0,,,,,24.89896179239178,10.26497471819589,
,,,,,,,,,,,,,,,,,,,,,,,,53.125,4.166666667,10.30927835,6.166481137,-4.666481137,-0.9625,31.62769517,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.6969501718,,,-0.9625,,,-4.666481137,31.62769517,,,,0,,,,,50.21428041923982,22.77389964111991,
,,,,,,,,,,,,,,,,,,,,,,,,27.77777778,3.472222222,6.25,,,-0.37,24.95143139,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,11.597222222800001,,,-0.37,,,,24.95143139,,,,0,,,,,29.24976808593661,29.24976808593661,
,,,,,,,,,,,,,,,,,,,,,,,,52.77777778,5.555555556,12.5,4.317478657,-3.317478657,-0.555,-4.529732608,14.160986,11.9826355,15.074598,16.813188,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.805555556399998,,,-0.555,,,-3.317478657,-4.529732608,14.39791175,14.617792,,0,,,,,52.76835361664426,24.72543747982213,
,,,,,,,,,,,,,,,,,,,,,,,,65.0,0.0,6.666666667,3.076923132,-2.743589799,0.1511428571,-1.652018038,,7.39753,,15.524586,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.500000000100002,,,0.1511428571,,,-2.743589799,-1.652018038,11.461058,,,0,,,,,52.064395952803935,24.660403076901968,
,,,,,,,,,,,,,,,,,,,,,,,,37.36263736,3.846153846,9.340659341,3.238015334,-1.571348667,-0.3736363636,24.63449091,,15.974574,,13.724634,,,,,,False,True,0.0,,,,,,,,,,,,,,,,15.5494505487,,,-0.3736363636,,,-1.571348667,24.63449091,14.849604,,,0,,,,,38.35515452679896,18.39190292989948,
,,,,,,,,,,,,,,,,,,,,,,,,67.79661017,0.0,5.084745763,2.77226762,1.061065714,0.2193548387,3.996078239,10.43154,11.334925,4.111254,15.797306,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.864406779899994,,,0.2193548387,,,1.061065714,3.996078239,13.5661155,7.271397,,0,,,,,52.90393868114405,26.982502197572025,
,,,,,,,,,,,,,,,,,,,,,,,,52.51396648,5.027932961,8.938547486,2.166791388,1.118922898,-0.722244898,-3.426007926,9.03385,13.9209924,15.292774,15.0827796,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.4469273742,,,-0.722244898,,,1.118922898,-3.426007926,14.501885999999999,12.163312,,0,,,,,49.63826253680761,25.378592717403805,
,,,,,,,,,,,,,,,,,,,,,,3.23,3.915,56.63716814,0.8849557522,4.424778761,8.297526121,0.7024738789,0.7560714286,-8.228842433,11.938318,7.286169333,4.138526,13.274646,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.672566371179997,,3.23,0.7560714286,,,0.7024738789,-8.228842433,10.2804076665,8.038422,,0,,,,,48.907546802707756,24.80501034080388,
,,,,,,,,,,,,,,,,,,,,,,,,63.84180791,0.5649717514,9.039548023,3.973130337,-1.11598748,-0.4232467532,2.876833284,8.238416667,8.1625096,5.918024,5.8934792,,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.090395480459996,,,-0.4232467532,,,-1.11598748,2.876833284,7.0279944,7.078220333499999,,0,,,,,53.42458533416821,26.154298927084106,
,,,,,,,,,,,,,,,,,,,,,,,,63.7254902,0.9803921569,22.54901961,7.074921409,-3.241588076,0.008571428571,0.1164518175,4.486244,8.6970408,11.358788,9.3924766,,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.274509805759998,,,0.008571428571,,,-3.241588076,0.1164518175,9.0447587,7.922516,,0,,,,,63.0642049874505,29.91130845572525,
,,,,,,,,,,,,,,,,,,,,,,,,59.3837535,2.801120448,6.442577031,6.697257554,0.920389505,0.08428571429,5.385718961,13.087151,11.2251552,7.673659,8.9329436,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.8683473385,,,0.08428571429,,,0.920389505,5.385718961,10.079049399999999,10.380405,,0,,,,,50.609155742470804,25.764772623735404,
,,,,,,,,,,,,,,,,,,,,,,2.3,2.285,46.875,0.78125,17.1875,2.656360301,6.743639699,-0.03636363636,6.827896921,,11.222428,,3.490816,-0.1981167,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.53125,,2.3,-0.03636363636,,,6.743639699,6.827896921,7.356622000000001,,-0.1981167,0,,,,,46.80117517132271,26.772407435161355,
,,,,,,,,,,,,,,,,,,,,,,,,52.40963855,0.0,7.228915663,6.487927023,-2.362927023,0.1355072464,5.18442719,8.972488,11.672416,3.674902,15.01550867,,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.891566263899996,,,0.1355072464,,,-2.362927023,5.18442719,13.343962335,6.323695,,0,,,,,43.75106461032289,20.694068793661447,
,,,,,,,,,,,,,,,,,,,,,,,,52.17391304,3.381642512,10.62801932,3.198911641,0.515374073,-0.3203703704,9.094701121,10.451994,12.8164764,4.854416,13.8173588,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.1932367128,,,-0.3203703704,,,0.515374073,9.094701121,13.3169176,7.653205,,0,,,,,49.05379440440058,24.784584238700287,
,,,,,,,,,,,,,,,,,,,,,,,,37.4301676,2.234636872,8.938547486,2.255702299,0.6442977011,0.5429545455,-9.973152193,8.174782,8.3029604,9.678151,13.3278264,,,,,,False,True,0.0,,,,,,,,,,,,,,,,14.804469274599999,,,0.5429545455,,,0.6442977011,-9.973152193,10.8153934,8.9264665,,0,,,,,36.63882089611435,18.641559298607177,
,,,,,,,,,,,,,,,,,,,,,,1.11,1.24,55.05617978,2.247191011,21.91011236,5.816617716,-1.634799535,-0.5017647059,9.517265045,10.046323,13.56327467,2.832879,10.131548,0.4758264,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.9887640464,,1.11,-0.5017647059,,,-1.634799535,9.517265045,11.847411335,6.439601,0.4758264,0,,,,,47.97499386706848,23.17009716603424,
,,,,,,,,,,,,,,,,,,,,,,5.5,1.78,49.44134078,1.396648045,10.05586592,3.752584146,1.376448112,0.01473684211,11.0466525,9.044077,14.0546252,7.782747,14.5537028,0.9228649,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.407821228,,5.5,0.01473684211,,,1.376448112,11.0466525,14.304164,8.413412,0.9228649,0,,,,,56.15829981273496,28.76737396236748,
,,,,,,,,,,,,,,,,,,,,,,,,52.43902439,0.6097560976,4.268292683,7.050971694,1.699028306,0.3447663551,-1.93343426,10.0650725,10.7301684,5.4629225,14.0764428,,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.25609756094,,,0.3447663551,,,1.699028306,-1.93343426,12.4033056,7.7639975,,0,,,,,42.28703276944823,21.993030537724117,
,,,,,,,,,,,,,,,,,,,,,,3.1,3.64,62.09677419,3.225806452,9.677419355,8.175455078,1.199544922,-0.3018181818,1.568217009,8.236144,10.7806216,6.368012,12.899656,0.18097723,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.8225806443,,3.1,-0.3018181818,,,1.199544922,1.568217009,11.8401388,7.302078,0.18097723,0,,,,,53.25536923850512,27.22745708025256,
,,,,,,,,,,,,,,,,,,,,,,2.96,2.02,56.92007797,1.169590643,7.992202729,4.624722726,-0.3320397996,-0.3662804878,0.7821936008,9.8397376,12.7128428,8.5061368,14.7077896,1.162117086,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.9415204669,,2.96,-0.3662804878,,,-0.3320397996,0.7821936008,13.710316200000001,9.1729372,1.162117086,0,,,,,49.47059590639643,24.569278053398218,
,,,,,,,,,,,,,,,,,,,,,,1.42,2.91,53.65853659,2.66075388,5.543237251,3.817535145,-1.150868478,-0.340610687,-1.380563352,9.867918667,14.6914264,6.74982,15.984119,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.824833704299998,,1.42,-0.340610687,,,-1.150868478,-1.380563352,15.337772699999999,8.308869333499999,,0,,,,,43.0583424315654,20.9537369767827,
,,,,,,,,,,,,,,,,,,,,,,,,57.02247191,0.8426966292,10.11235955,4.472419724,-0.9224197239,-0.1252631579,14.11148933,11.1624296,12.8328396,5.3739476,13.7219068,0.80695825,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.47752808968,,,-0.1252631579,,,-0.9224197239,14.11148933,13.2773732,8.2681886,0.80695825,0,,,,,49.70876234522868,24.39317131066434,
,,,,,,,,,,,,,,,,,,,,,,6.1,2.98,61.99095023,4.524886878,21.62162162,5.245239884,0.8797601163,-0.09972222222,7.618981745,8.733858,10.5106288,5.133954,6.2739236,-0.3885574,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.8937263062,,6.1,-0.09972222222,,,0.8797601163,7.618981745,8.3922762,6.933906,-0.3885574,0,,,,,67.9305814496145,34.40517078295725,
,,,,,,,,,,,,,,,,,,,,,,,,54.39739414,2.605863192,14.00651466,5.213723886,-2.013723886,-0.2957943925,16.480637,8.481592,8.211144667,5.236224,9.154301333,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.563517916800002,,,-0.2957943925,,,-2.013723886,16.480637,8.682723,6.858908,,0,,,,,52.21073243181804,25.098504272909018,
,,,,,,,,,,,,,,,,,,,,,,,,53.88471178,1.754385965,20.55137845,4.701860387,0.4519857673,0.3945637584,24.86083474,6.763456,13.7546332,4.377156,14.570066,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.032581455,,,0.3945637584,,,0.4519857673,24.86083474,14.1623496,5.570306,,0,,,,,55.59525126992071,28.023618518610355,
,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,2.02020202,9.85915493,4.370595914,-0.01765473801,0.2837323944,9.890385378,8.1969405,12.3555796,6.466873,13.2841912,1.04056605,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.432493955,,,0.2837323944,,,-0.01765473801,9.890385378,12.8198854,7.33190675,1.04056605,0,,,,,49.60500993886996,24.79367760042998,
,,,,,,,,,,,,,,,,,,,,,,1.78,1.42,55.36159601,3.49127182,12.46882793,4.239530389,0.5938029447,-0.1328301887,2.720777818,10.1070032,14.0123536,5.7380288,13.690544,1.498415873,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.74563591,,1.78,-0.1328301887,,,0.5938029447,2.720777818,13.8514488,7.922516,1.498415873,0,,,,,47.62116835387765,24.107485649288826,
,,,,,,,,,,,,,,,,,,,,,,,,58.74125874,2.797202797,7.226107226,3.686702993,0.4332970071,0.6334883721,10.53747882,8.2879608,13.3373716,7.5393444,13.1682852,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.9090909086,,,0.6334883721,,,0.4332970071,10.53747882,13.2528284,7.913652600000001,,0,,,,,50.70302328253919,25.568160144819597,
,,,,,,,,,,,,,,,,,,,,,,2.33,0.9533333333,65.56886228,5.089820359,19.04761905,2.810036793,0.3623770003,-0.05812154696,0.2678539472,9.7074684,13.765542,10.6019902,13.5732744,1.474200229,,,,,False,True,0.0,,,,,,,,,,,,,,,,27.420872542599998,,2.33,-0.05812154696,,,0.3623770003,0.2678539472,13.6694082,10.1547293,1.474200229,0,,,,,55.98932909067829,28.175853045489145,
,,,,,,,,,,,,,,,,,,,,,,,,52.55198488,0.9451795841,15.31190926,4.944774843,1.492725157,-0.08245454545,16.1039003,10.117912,14.4527964,5.8989336,13.6714536,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.73724007564,,,-0.08245454545,,,1.492725157,16.1039003,14.062125,8.0084228,,0,,,,,50.307102775105314,25.899913966052658,
,,,,,,,,,,,,,,,,,,,,,,,,58.60869565,3.652173913,6.782608696,6.432676315,-0.7326763153,0.3268062827,9.386392067,8.8811268,15.7400348,10.3538148,16.5977394,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.078260869,,,0.3268062827,,,-0.7326763153,9.386392067,16.1688871,9.6174708,,0,,,,,51.092767431057396,25.1800455578787,
,,,,,,,,,,,,,,,,,,,,,,1.48,0.79,60.68376068,2.991452991,16.45299145,3.771116674,-0.8711166739,-0.3898870056,11.0344708,10.813348,10.4056316,7.3416224,8.9506704,1.08205003,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.337606835399995,,1.48,-0.3898870056,,,-0.8711166739,11.0344708,9.678151,9.0774852,1.08205003,0,,,,,49.60838584195959,24.368634584029795,
,,,,,,,,,,,,,,,,,,,,,,,,61.29032258,2.466793169,7.765151515,4.718742666,0.3464747253,-0.007903930131,10.92160911,10.3456332,13.0455612,7.2161712,13.1819212,1.83531495,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.7033594961,,,-0.007903930131,,,0.3464747253,10.92160911,13.1137412,8.7809022,1.83531495,0,,,,,52.532908054031616,26.439691389665807,
,,,,,,,,,,,,,,,,,,,,,,2.9575,4.426666667,50.51975052,0.2079002079,7.468879668,2.9712759,-0.5129425668,-0.1011210762,8.500310433,11.0410692,13.5528204,7.356622,10.2460904,0.47934967,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.47974913956,,2.9575,-0.1011210762,,,-0.5129425668,8.500310433,11.8994554,9.1988456,0.47934967,0,,,,,46.626484610493804,23.056771021846902,
,,,,,,,,,,,,,,,,,,,,,,,,57.37704918,1.192250373,12.66766021,5.197506259,1.802493741,-0.2527898551,9.897405017,10.2842712,11.842866,9.013396,12.9991988,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.490312966199998,,,-0.2527898551,,,1.802493741,9.897405017,12.421032400000001,9.6488336,,0,,,,,52.042078368936814,26.922286054968406,
,,,,,,,,,,,,,,,,,,,,,,6.565,6.935,57.45033113,1.490066225,13.74172185,7.007266454,1.199630098,-0.005987055016,22.84014646,9.8861,14.6123376,4.6471488,17.5358968,-0.040476675,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.953642384000002,,6.565,-0.005987055016,,,1.199630098,22.84014646,16.0741172,7.2666244,-0.040476675,0,,,,,63.787704862062,32.493667480031,
,,,,,,,,,,,,,,,,,,,,,,,,6.557377049,0.0,16.39344262,,,,,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,6.885245900699999,,,,,,,,,,,0,,,,,18.394027532752936,18.394027532752936,
,,,,,,,,,,,,,,,,,,,,,,,,32.14285714,7.142857143,7.142857143,,,,,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,14.642857142099999,,,,,,,,,,,0,,,,,36.266488935862725,36.266488935862725,
,,,,,,,,,,,,,,,,,,,,,,,,17.09401709,0.8547008547,21.36752137,,,,,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,11.88034187988,,,,,,,,,,,0,,,,,29.902036546699378,29.902036546699378,
,,,,,,,,,,,,,,,,,,,,,,,,21.17647059,1.176470588,7.058823529,,,-1.625,-15.66467484,,13.267828,,13.036016,,,,,,False,True,0.0,,,,,,,,,,,,,,,,8.9411764709,,,-1.625,,,,-15.66467484,13.151921999999999,,,0,,,,,23.130606696101395,23.130606696101395,
,,,,,,,,,,,,,,,,,,,,,,,,26.98412698,1.587301587,11.11111111,,,,,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,12.063492061799998,,,,,,,,,,,0,,,,,30.32398918849572,30.32398918849572,
